period,quarter,year,price_to_earning,price_to_book,roe,earning_per_share,equity_on_liability,asset_on_equity,equity_on_total_asset,roa,payable_on_equity,book_value_per_share_change,eps_change,book_value_per_share,company
2016-Q1,1,2016,,,0.055,308.0,0.1,9.7,0.103,0.006,8.7,0.013,-0.017,5637.0,VIB
2015-Q4,4,2015,,,0.057,313.0,0.1,9.8,0.102,0.006,8.8,0.025,-0.227,5565.0,VIB
2015-Q3,3,2015,,,0.076,405.0,0.1,8.6,0.116,0.008,7.6,0.013,0.01,5428.0,VIB
2015-Q2,2,2015,,,0.076,401.0,0.1,9.3,0.108,0.008,8.3,-0.038,0.034,5360.0,VIB
2015-Q1,1,2015,,,0.072,388.0,0.1,9.0,0.111,0.008,8.0,0.018,0.162,5574.0,VIB
2024-Q4,4,2024,16.9,1.4,0.09,3069.0,0.2,6.1,0.164,0.016,4.5,0.023,0.229,36075.0,VIC
2024-Q3,3,2024,16.8,1.2,0.074,2498.0,0.3,5.9,0.17,0.013,3.8,0.041,1.662,35261.0,VIC
2024-Q2,2,2024,43.9,1.2,0.03,938.0,0.3,5.6,0.179,0.005,3.4,-0.006,-0.598,33888.0,VIC
2024-Q1,1,2024,20.4,1.4,0.074,2335.0,0.3,5.3,0.188,0.014,3.4,0.073,3.33,34095.0,VIC
2023-Q4,4,2023,82.7,1.4,0.018,539.0,0.3,5.5,0.182,0.003,3.5,-0.011,-0.454,31789.0,VIC
2023-Q3,3,2023,47.4,1.5,0.032,988.0,0.3,5.1,0.196,0.006,3.3,0.087,-0.299,32132.0,VIC
2023-Q2,2,2023,36.1,1.7,0.049,1411.0,0.3,5.3,0.189,0.01,3.4,0.016,-0.225,29551.0,VIC
2023-Q1,1,2023,30.2,1.9,0.065,1821.0,0.3,5.4,0.186,0.013,3.4,0.014,-0.166,29098.0,VIC
2022-Q4,4,2022,24.6,1.9,0.08,2184.0,0.3,5.2,0.191,0.017,3.2,-0.01,9.077,28689.0,VIC
2022-Q3,3,2022,253.7,1.9,0.008,216.0,0.3,5.0,0.199,0.002,3.0,0.048,-2.766,28967.0,VIC
2022-Q2,2,2022,-598.9,2.7,-0.005,-122.0,0.3,5.0,0.2,-0.001,3.0,0.032,-0.805,27634.0,VIC
2022-Q1,1,2022,-128.7,3.0,-0.026,-630.0,0.4,4.3,0.232,-0.006,2.3,0.027,-0.13,26765.0,VIC
2021-Q4,4,2021,-131.2,3.6,-0.031,-724.0,0.6,4.3,0.233,-0.007,1.7,0.002,-1.645,26060.0,VIC
2021-Q3,3,2021,78.3,3.4,0.047,1123.0,0.6,4.4,0.229,0.01,1.6,0.114,-0.306,26004.0,VIC
2021-Q2,2,2021,65.4,4.5,0.073,1618.0,0.5,4.7,0.213,0.015,1.9,0.098,-0.088,23337.0,VIC
2021-Q1,1,2021,59.1,4.9,0.085,1773.0,0.5,5.2,0.194,0.016,2.0,0.026,0.32,21249.0,VIC
2020-Q4,4,2020,71.5,4.6,0.066,1344.0,0.5,5.4,0.186,0.012,2.1,-0.038,-0.406,20710.0,VIC
2020-Q3,3,2020,35.9,3.8,0.109,2263.0,0.4,5.2,0.191,0.022,2.5,0.011,0.137,21525.0,VIC
2020-Q2,2,2020,39.8,3.7,0.094,1989.0,0.4,5.3,0.19,0.02,2.5,0.043,0.099,21287.0,VIC
2020-Q1,1,2020,40.9,3.6,0.104,1810.0,0.4,5.3,0.188,0.019,2.4,0.016,-0.082,20403.0,VIC
2019-Q4,4,2019,51.8,5.1,0.116,1972.0,0.4,5.3,0.187,0.022,2.4,-0.006,0.411,20085.0,VIC
2019-Q3,3,2019,76.2,5.3,0.082,1397.0,0.5,4.6,0.215,0.017,1.8,-0.044,-0.021,20213.0,VIC
2019-Q2,2,2019,72.0,4.9,0.089,1428.0,0.6,4.2,0.238,0.019,1.7,0.464,0.28,21148.0,VIC
2019-Q1,1,2019,92.3,7.1,0.096,1115.0,0.5,5.7,0.175,0.016,2.1,0.031,0.029,14442.0,VIC
2018-Q4,4,2018,78.1,6.0,0.098,1084.0,0.5,5.4,0.184,0.016,1.9,0.023,0.073,14014.0,VIC
2018-Q3,3,2018,86.4,6.4,0.096,1010.0,0.6,5.1,0.194,0.016,1.7,0.246,0.061,13692.0,VIC
2018-Q2,2,2018,100.3,8.7,0.105,952.0,0.5,6.0,0.168,0.016,1.9,0.26,-0.153,10991.0,VIC
2018-Q1,1,2018,76.5,9.9,0.144,1125.0,0.4,6.7,0.148,0.021,2.8,0.064,0.008,8725.0,VIC
2017-Q4,4,2017,50.9,6.9,0.147,1116.0,0.3,6.9,0.145,0.022,3.1,0.129,1.186,8203.0,VIC
2017-Q3,3,2017,73.7,5.2,0.072,510.0,0.3,7.4,0.135,0.01,3.1,0.027,0.126,7266.0,VIC
2017-Q2,2,2017,69.2,4.4,0.065,453.0,0.3,7.2,0.139,0.01,3.5,0.026,0.039,7075.0,VIC
2017-Q1,1,2017,70.4,4.5,0.064,436.0,0.3,7.1,0.14,0.01,3.3,-0.006,0.069,6895.0,VIC
2016-Q4,4,2016,75.6,4.4,0.063,408.0,0.3,6.8,0.147,0.01,3.0,0.012,-0.185,6933.0,VIC
2016-Q3,3,2016,65.3,4.8,0.079,500.0,0.3,6.6,0.15,0.013,3.1,-0.012,-0.04,6851.0,VIC
2016-Q2,2,2016,56.8,4.3,0.082,521.0,0.4,6.0,0.167,0.015,2.6,0.019,0.315,6937.0,VIC
2016-Q1,1,2016,64.2,3.7,0.065,396.0,0.4,5.7,0.174,0.012,2.6,0.131,0.302,6807.0,VIC
2015-Q4,4,2015,81.0,4.1,0.054,304.0,0.3,6.4,0.157,0.01,2.9,0.032,-0.126,6020.0,VIC
2015-Q3,3,2015,64.6,3.9,0.065,348.0,0.3,5.7,0.176,0.013,3.0,0.018,-0.323,5833.0,VIC
2015-Q2,2,2015,45.6,4.1,0.1,515.0,0.4,5.1,0.197,0.02,2.6,0.59,-0.225,5727.0,VIC
2015-Q1,1,2015,30.3,5.6,0.139,665.0,0.3,7.0,0.143,0.029,3.3,0.011,-0.204,3601.0,VIC
2024-Q4,4,2024,37.2,3.1,0.088,2632.0,0.2,5.9,0.17,0.015,4.9,0.013,-0.067,31218.0,VJC
2024-Q3,3,2024,37.2,3.4,0.096,2822.0,0.2,5.6,0.178,0.018,4.6,0.013,0.4,30832.0,VJC
2024-Q2,2,2024,50.3,3.3,0.07,2016.0,0.2,5.6,0.179,0.013,4.6,0.029,0.436,30451.0,VJC
2024-Q1,1,2024,73.4,3.5,0.049,1403.0,0.2,5.4,0.187,0.01,4.3,0.027,0.918,29592.0,VJC
2023-Q4,4,2023,147.6,3.7,0.027,731.0,0.2,5.4,0.184,0.005,4.4,0.026,-1.19,28823.0,VJC
2023-Q3,3,2023,-25.8,3.5,-0.127,-3851.0,0.2,5.0,0.199,-0.029,4.0,0.025,-0.043,28097.0,VJC
2023-Q2,2,2023,-23.4,3.4,-0.136,-4025.0,0.3,4.8,0.209,-0.033,3.8,-0.018,-0.028,27420.0,VJC
2023-Q1,1,2023,-25.4,3.8,-0.139,-4143.0,0.3,4.6,0.218,-0.035,3.6,0.064,0.033,27931.0,VJC
2022-Q4,4,2022,-27.3,4.2,-0.14,-4009.0,0.3,4.7,0.212,-0.037,3.7,-0.188,-27.31,26256.0,VJC
2022-Q3,3,2022,727.6,3.4,0.005,152.0,0.4,3.9,0.26,0.001,2.8,0.019,-0.281,32327.0,VJC
2022-Q2,2,2022,613.3,4.1,0.007,211.0,0.4,3.6,0.274,0.002,2.6,0.005,-0.466,31719.0,VJC
2022-Q1,1,2022,353.7,4.5,0.014,397.0,0.4,3.4,0.294,0.004,2.4,0.014,1.261,31556.0,VJC
2021-Q4,4,2021,730.1,4.1,0.006,175.0,0.5,3.1,0.325,0.002,2.1,-0.004,-0.92,31119.0,VJC
2021-Q3,3,2021,58.1,4.1,0.077,2201.0,0.5,3.0,0.332,0.025,2.0,-0.003,7.059,31233.0,VJC
2021-Q2,2,2021,444.8,3.9,0.009,273.0,0.5,2.9,0.34,0.003,1.9,0.159,-0.875,31319.0,VJC
2021-Q1,1,2021,59.3,4.8,0.083,2185.0,0.4,3.2,0.308,0.025,2.2,-0.023,15.911,27012.0,VJC
2020-Q4,4,2020,967.2,4.5,0.005,129.0,0.5,3.1,0.318,0.001,2.1,0.071,-1.18,27653.0,VJC
2020-Q3,3,2020,-146.0,4.1,-0.027,-716.0,0.4,3.2,0.309,-0.009,2.2,-0.066,-1.17,25811.0,VJC
2020-Q2,2,2020,25.6,3.9,0.15,4215.0,0.5,3.1,0.323,0.051,2.1,0.088,0.293,27626.0,VJC
2020-Q1,1,2020,29.8,3.8,0.121,3261.0,0.4,3.4,0.293,0.04,2.4,-0.102,-0.581,25389.0,VJC
2019-Q4,4,2019,18.8,5.2,0.289,7789.0,0.5,3.1,0.322,0.097,2.1,0.031,-0.191,28272.0,VJC
2019-Q3,3,2019,14.3,5.0,0.382,9632.0,0.5,2.9,0.344,0.134,1.9,-0.044,0.003,27411.0,VJC
2019-Q2,2,2019,13.3,4.5,0.381,9600.0,0.6,2.8,0.361,0.135,1.8,0.001,-0.022,28669.0,VJC
2019-Q1,1,2019,11.8,4.0,0.393,9811.0,0.6,2.7,0.375,0.144,1.7,0.114,0.019,28628.0,VJC
2018-Q4,4,2018,12.4,4.6,0.435,9631.0,0.6,2.8,0.355,0.147,1.8,0.118,-0.04,25706.0,VJC
2018-Q3,3,2018,15.0,6.5,0.524,10036.0,0.6,2.8,0.356,0.178,1.8,0.059,0.152,22985.0,VJC
2018-Q2,2,2018,15.9,6.4,0.495,8714.0,0.5,2.9,0.343,0.16,1.9,0.02,-0.143,21699.0,VJC
2018-Q1,1,2018,17.8,8.5,0.599,10167.0,0.6,2.8,0.356,0.198,1.8,0.148,0.219,21268.0,VJC
2024-Q4,4,2024,13.9,4.0,0.294,4494.0,1.9,1.7,0.586,0.174,0.5,0.029,-0.021,15444.0,VNM
2024-Q3,3,2024,15.2,4.6,0.309,4590.0,1.6,1.8,0.544,0.17,0.6,-0.087,-0.009,15010.0,VNM
2024-Q2,2,2024,13.6,3.8,0.286,4633.0,2.4,1.6,0.634,0.184,0.4,0.078,0.051,16433.0,VNM
2024-Q1,1,2024,14.7,4.3,0.291,4407.0,2.3,1.6,0.617,0.183,0.4,0.005,0.038,15241.0,VNM
2023-Q4,4,2023,15.1,4.2,0.288,4245.0,2.0,1.7,0.602,0.175,0.5,0.034,0.054,15166.0,VNM
2023-Q3,3,2023,17.3,4.8,0.272,4027.0,1.6,1.8,0.558,0.159,0.6,-0.084,0.024,14668.0,VNM
2023-Q2,2,2023,16.4,4.0,0.243,3934.0,2.6,1.5,0.657,0.157,0.4,0.062,0.014,16013.0,VNM
2023-Q1,1,2023,17.4,4.5,0.255,3879.0,2.3,1.6,0.639,0.159,0.4,0.055,-0.048,15072.0,VNM
2022-Q4,4,2022,17.0,4.8,0.271,4074.0,2.1,1.6,0.616,0.167,0.5,-0.041,-0.037,14282.0,VNM
2022-Q3,3,2022,15.3,4.3,0.284,4231.0,2.0,1.6,0.608,0.171,0.5,-0.088,-0.066,14900.0,VNM
2022-Q2,2,2022,13.8,3.8,0.288,4531.0,2.2,1.6,0.634,0.177,0.5,0.06,-0.074,16333.0,VNM
2022-Q1,1,2022,14.3,4.5,0.322,4891.0,1.9,1.6,0.608,0.196,0.5,-0.027,-0.029,15406.0,VNM
2021-Q4,4,2021,15.4,4.9,0.327,5039.0,2.1,1.6,0.62,0.207,0.5,0.064,0.001,15829.0,VNM
2021-Q3,3,2021,16.9,5.7,0.348,5034.0,1.9,1.7,0.597,0.205,0.5,-0.017,-0.014,14878.0,VNM
2021-Q2,2,2021,16.5,5.6,0.346,5106.0,1.8,1.7,0.596,0.208,0.5,0.009,-0.022,15131.0,VNM
2021-Q1,1,2021,17.4,6.1,0.356,5220.0,2.0,1.6,0.614,0.225,0.5,0.001,-0.017,14991.0,VNM
2020-Q4,4,2020,18.7,6.6,0.378,5310.0,2.3,1.5,0.646,0.238,0.4,0.066,-0.001,14975.0,VNM
2020-Q3,3,2020,18.7,7.1,0.393,5318.0,1.7,1.7,0.582,0.246,0.6,-0.026,0.036,14041.0,VNM
2020-Q2,2,2020,16.5,5.9,0.367,5133.0,1.9,1.6,0.608,0.239,0.5,0.004,0.016,14419.0,VNM
2020-Q1,1,2020,13.3,4.7,0.362,5050.0,2.3,1.5,0.651,0.25,0.4,0.091,-0.002,14359.0,VNM
2019-Q4,4,2019,17.9,6.9,0.397,5062.0,2.0,1.6,0.615,0.258,0.5,0.009,-0.009,13160.0,VNM
2019-Q3,3,2019,19.6,7.7,0.405,5109.0,2.3,1.5,0.68,0.288,0.4,-0.038,0.012,13043.0,VNM
2019-Q2,2,2019,18.5,6.9,0.388,5047.0,2.6,1.4,0.705,0.276,0.4,0.0,0.023,13559.0,VNM
2019-Q1,1,2019,20.5,7.5,0.381,4936.0,3.1,1.4,0.74,0.28,0.3,0.099,0.009,13557.0,VNM
2018-Q4,4,2018,18.4,7.3,0.416,4893.0,2.4,1.4,0.69,0.284,0.4,0.013,0.057,12335.0,VNM
2018-Q3,3,2018,22.1,8.4,0.391,4628.0,3.2,1.3,0.748,0.295,0.3,-0.023,-0.014,12181.0,VNM
2018-Q2,2,2018,22.2,8.4,0.388,4692.0,2.8,1.4,0.72,0.288,0.4,0.009,-0.025,12462.0,VNM
2018-Q1,1,2018,25.6,10.0,0.398,4814.0,2.9,1.4,0.731,0.303,0.3,0.104,-0.023,12350.0,VNM
2017-Q4,4,2017,25.7,11.3,0.452,4926.0,2.2,1.5,0.674,0.322,0.5,-0.026,-0.008,11184.0,VNM
2017-Q3,3,2017,18.1,7.8,0.466,4966.0,3.2,1.3,0.76,0.35,0.3,-0.021,0.014,11488.0,VNM
2017-Q2,2,2017,19.1,8.0,0.433,4897.0,3.4,1.3,0.767,0.331,0.3,-0.011,0.011,11732.0,VNM
2017-Q1,1,2017,17.4,7.1,0.427,4846.0,4.1,1.3,0.798,0.337,0.2,0.118,0.083,11857.0,VNM
2016-Q4,4,2016,16.5,7.0,0.436,4473.0,3.2,1.3,0.755,0.329,0.3,0.08,-0.007,10607.0,VNM
2016-Q3,3,2016,18.2,8.4,0.477,4506.0,3.0,1.3,0.742,0.351,0.3,-0.097,0.046,9818.0,VNM
2016-Q2,2,2016,15.6,6.2,0.411,4308.0,3.3,1.3,0.762,0.316,0.3,0.003,0.075,10868.0,VNM
2016-Q1,1,2016,15.8,5.8,0.383,4006.0,3.7,1.3,0.779,0.299,0.3,0.094,0.077,10832.0,VNM
2015-Q4,4,2015,16.2,6.1,0.385,3719.0,3.2,1.3,0.753,0.292,0.3,0.09,0.022,9900.0,VNM
2015-Q3,3,2015,12.9,5.2,0.41,3639.0,2.9,1.4,0.731,0.305,0.4,-0.098,0.111,9085.0,VNM
2015-Q2,2,2015,13.1,4.3,0.346,3276.0,3.6,1.3,0.774,0.269,0.3,-0.001,0.098,10076.0,VNM
2015-Q1,1,2015,13.2,3.9,0.313,2984.0,3.7,1.3,0.781,0.248,0.3,0.078,0.028,10087.0,VNM
2024-Q4,4,2024,9.8,1.0,0.114,1988.0,0.2,6.3,0.159,0.018,5.3,0.035,0.196,18562.0,VPB
2024-Q3,3,2024,12.1,1.1,0.109,1662.0,0.2,6.0,0.166,0.016,5.0,0.03,0.138,17928.0,VPB
2024-Q2,2,2024,12.8,1.1,0.098,1460.0,0.2,6.3,0.16,0.014,5.3,-0.034,0.046,17403.0,VPB
2024-Q1,1,2024,13.4,1.0,0.093,1396.0,0.2,5.8,0.174,0.015,4.8,0.021,0.103,18015.0,VPB
2023-Q4,4,2023,14.4,1.0,0.087,1267.0,0.2,5.8,0.171,0.014,4.8,0.272,-0.023,17639.0,VPB
2023-Q3,3,2023,15.1,1.4,0.103,1296.0,0.2,7.1,0.141,0.015,6.1,0.023,-0.113,13863.0,VPB
2023-Q2,2,2023,12.3,1.3,0.12,1461.0,0.2,6.9,0.145,0.017,5.9,0.023,-0.037,13557.0,VPB
2023-Q1,1,2023,12.6,1.4,0.129,1517.0,0.2,6.4,0.155,0.019,5.4,0.015,-0.338,13246.0,VPB
2022-Q4,4,2022,7.1,1.2,0.207,2290.0,0.2,6.1,0.164,0.031,5.1,0.011,-0.009,13047.0,VPB
2022-Q3,3,2022,7.0,1.3,0.234,2311.0,0.2,5.8,0.172,0.034,4.8,0.039,0.094,12902.0,VPB
2022-Q2,2,2022,8.3,1.4,0.223,2113.0,0.2,6.2,0.162,0.032,5.2,0.035,-0.029,12418.0,VPB
2022-Q1,1,2022,10.3,1.9,0.242,2177.0,0.2,5.9,0.169,0.035,4.9,0.101,0.463,11999.0,VPB
2021-Q4,4,2021,15.3,2.1,0.18,1488.0,0.2,6.3,0.158,0.024,5.3,0.387,-0.038,10896.0,VPB
2021-Q3,3,2021,23.7,4.7,0.219,1547.0,0.1,7.7,0.13,0.027,6.7,0.039,-0.007,7855.0,VPB
2021-Q2,2,2021,24.1,5.0,0.23,1558.0,0.2,7.5,0.133,0.029,6.5,0.072,0.094,7563.0,VPB
2021-Q1,1,2021,17.4,3.5,0.225,1424.0,0.1,7.8,0.128,0.027,6.8,-0.103,-0.082,7057.0,VPB
2020-Q4,4,2020,11.6,2.3,0.219,1551.0,0.1,7.9,0.126,0.026,6.9,0.062,0.038,7864.0,VPB
2020-Q3,3,2020,8.8,1.8,0.222,1494.0,0.1,8.3,0.12,0.026,7.3,0.047,-0.003,7407.0,VPB
2020-Q2,2,2020,7.6,1.6,0.235,1498.0,0.1,8.4,0.119,0.027,7.4,0.066,0.098,7071.0,VPB
2020-Q1,1,2020,6.9,1.4,0.227,1364.0,0.1,8.8,0.113,0.026,7.8,-0.302,-0.266,6632.0,VPB
2019-Q4,4,2019,6.0,1.2,0.215,1859.0,0.1,8.9,0.112,0.024,7.9,0.043,0.007,9496.0,VPB
2019-Q3,3,2019,6.6,1.3,0.227,1846.0,0.1,8.8,0.113,0.025,7.8,0.06,0.121,9108.0,VPB
2019-Q2,2,2019,6.4,1.2,0.206,1647.0,0.1,9.1,0.11,0.023,8.1,0.056,0.095,8594.0,VPB
2019-Q1,1,2019,7.5,1.4,0.197,1504.0,0.1,8.9,0.112,0.022,7.9,0.041,-0.091,8138.0,VPB
2018-Q4,4,2018,6.7,1.4,0.228,1654.0,0.1,9.3,0.107,0.024,8.3,0.086,0.076,7816.0,VPB
2018-Q3,3,2018,9.7,2.1,0.229,1538.0,0.1,9.3,0.108,0.025,8.3,-0.03,-0.068,7195.0,VPB
2018-Q2,2,2018,9.7,2.1,0.279,1649.0,0.1,8.9,0.113,0.027,7.9,0.043,0.049,7420.0,VPB
2018-Q1,1,2018,14.1,3.1,0.278,1572.0,0.1,9.0,0.111,0.027,8.0,0.065,0.086,7116.0,VPB
2017-Q4,4,2017,9.7,2.1,0.274,1448.0,0.1,9.4,0.107,0.026,8.4,0.075,0.083,6679.0,VPB
2017-Q3,3,2017,9.6,2.1,0.274,1337.0,0.1,9.2,0.109,0.026,8.2,0.415,0.097,6214.0,VPB
2017-Q2,2,2017,,,0.319,1218.0,0.1,12.7,0.078,0.024,11.7,0.045,0.144,4391.0,VPB
2017-Q1,1,2017,,,0.288,1065.0,0.1,12.3,0.081,0.022,11.3,0.079,0.164,4201.0,VPB
2016-Q4,4,2016,,,0.265,914.0,0.1,13.1,0.077,0.019,12.1,0.097,0.304,3893.0,VPB
2016-Q3,3,2016,,,0.219,701.0,0.1,13.0,0.077,0.016,12.0,0.095,0.12,3550.0,VPB
2016-Q2,2,2016,,,0.212,626.0,0.1,14.1,0.071,0.015,13.1,0.014,-0.056,3241.0,VPB
2016-Q1,1,2016,,,0.25,663.0,0.1,14.3,0.07,0.016,13.3,0.061,0.232,3196.0,VPB
2015-Q4,4,2015,,,0.214,538.0,0.1,14.5,0.069,0.013,13.5,0.05,0.15,3011.0,VPB
2015-Q3,3,2015,,,0.194,468.0,0.1,15.3,0.065,0.012,14.3,0.07,0.365,2867.0,VPB
2015-Q2,2,2015,,,0.151,343.0,0.1,15.0,0.067,0.01,14.0,0.267,0.097,2681.0,VPB
2015-Q1,1,2015,,,0.161,312.0,0.1,17.5,0.057,0.009,16.5,0.048,0.127,2116.0,VPB
2024-Q4,4,2024,10.2,1.0,0.103,1802.0,3.2,1.3,0.759,0.08,0.3,0.027,0.004,18449.0,VRE
2024-Q3,3,2024,10.6,1.1,0.105,1794.0,3.3,1.3,0.768,0.083,0.3,0.023,-0.091,17971.0,VRE
2024-Q2,2,2024,10.4,1.2,0.119,1975.0,3.2,1.3,0.763,0.093,0.3,0.026,0.005,17572.0,VRE
2024-Q1,1,2024,13.1,1.5,0.122,1965.0,3.8,1.3,0.794,0.096,0.3,0.029,0.013,17123.0,VRE
2023-Q4,4,2023,12.0,1.4,0.124,1940.0,3.8,1.3,0.793,0.098,0.3,0.029,0.067,16636.0,VRE
2023-Q3,3,2023,14.4,1.6,0.119,1818.0,4.6,1.2,0.822,0.098,0.2,0.037,0.145,16166.0,VRE
2023-Q2,2,2023,16.9,1.7,0.107,1588.0,4.0,1.2,0.801,0.087,0.2,0.029,0.067,15587.0,VRE
2023-Q1,1,2023,19.9,2.0,0.103,1487.0,3.5,1.3,0.778,0.082,0.3,0.032,0.236,15146.0,VRE
2022-Q4,4,2022,21.9,1.8,0.086,1203.0,3.6,1.3,0.782,0.068,0.3,0.024,0.324,14677.0,VRE
2022-Q3,3,2022,30.8,2.0,0.066,909.0,4.4,1.2,0.815,0.053,0.2,0.025,0.593,14329.0,VRE
2022-Q2,2,2022,50.0,2.0,0.042,570.0,4.6,1.2,0.821,0.034,0.2,0.025,0.423,13979.0,VRE
2022-Q1,1,2022,83.4,2.5,0.03,400.0,4.6,1.2,0.821,0.024,0.2,0.012,-0.307,13639.0,VRE
2021-Q4,4,2021,52.0,2.2,0.044,578.0,4.2,1.2,0.808,0.034,0.2,0.004,-0.393,13473.0,VRE
2021-Q3,3,2021,30.5,2.2,0.074,953.0,4.2,1.2,0.808,0.056,0.2,0.001,-0.202,13419.0,VRE
2021-Q2,2,2021,26.6,2.4,0.093,1194.0,4.1,1.2,0.804,0.071,0.2,0.013,0.017,13409.0,VRE
2021-Q1,1,2021,27.8,2.5,0.093,1175.0,3.1,1.3,0.756,0.07,0.3,0.027,0.121,13238.0,VRE
2020-Q4,4,2020,30.0,2.4,0.085,1048.0,2.8,1.4,0.737,0.063,0.4,0.034,0.041,12894.0,VRE
2020-Q3,3,2020,27.4,2.2,0.081,1006.0,2.4,1.4,0.707,0.059,0.4,0.021,-0.059,12466.0,VRE
2020-Q2,2,2020,23.2,2.0,0.088,1070.0,2.5,1.4,0.716,0.064,0.4,0.013,-0.109,12214.0,VRE
2020-Q1,1,2020,16.0,1.6,0.097,1200.0,2.9,1.3,0.743,0.072,0.3,0.018,-0.042,12063.0,VRE
2019-Q4,4,2019,27.1,2.9,0.103,1253.0,3.0,1.3,0.751,0.077,0.3,-0.038,0.071,11845.0,VRE
2019-Q3,3,2019,28.3,2.7,0.095,1169.0,2.9,1.3,0.745,0.071,0.3,0.026,0.065,12318.0,VRE
2019-Q2,2,2019,30.8,2.8,0.092,1098.0,2.8,1.4,0.733,0.068,0.4,-0.062,0.008,12002.0,VRE
2019-Q1,1,2019,30.8,2.6,0.089,1089.0,3.1,1.3,0.753,0.065,0.3,0.021,0.029,12793.0,VRE
2018-Q4,4,2018,25.6,2.2,0.088,1058.0,3.0,1.3,0.747,0.063,0.3,0.025,0.072,12528.0,VRE
2018-Q3,3,2018,33.6,2.7,0.085,987.0,3.1,1.3,0.755,0.061,0.3,0.02,0.088,12225.0,VRE
